tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0000291,short,Dans les coulisses,Dans les coulisses,0,1900,\N,\N,Short
tt0000292,short,Danse du papillon,Danse du papillon,0,1900,\N,\N,Documentary,Short
tt0000293,short,Danse du pas des foulards par des almées,Danse du pas des foulards par des almées,0,1900,\N,\N,Short
tt0000294,short,La danse du ventre,La danse du ventre,0,1900,\N,\N,Short
tt0000295,short,Danse du voile,Danse du voile,0,1900,\N,\N,Short
tt0000296,short,Danse serpentine,Danse serpentine,0,1900,\N,2,Documentary,Short
tt0000297,short,Danses,Danses,0,1900,\N,\N,Short
tt0000298,short,Déclaration d'amour,Déclaration d'amour,0,1900,\N,\N,Short
tt0000299,short,Le départ d'Arlequin et de Pierrette,Le départ d'Arlequin et de Pierrette,0,1900,\N,2,Short
tt0000300,short,The Enchanted Drawing,The Enchanted Drawing,0,1900,\N,2,Animation,Comedy,Fantasy
tt0000301,short,Faust and Marguerite,Faust and Marguerite,0,1900,\N,1,Fantasy,Horror,Short
tt0000302,short,La fée aux choux, ou la naissance des enfants,La fée aux choux, ou la naissance des enfants,0,1900,\N,1,Short
tt0000303,short,Gavotte directoire,Gavotte directoire,0,1900,\N,\N,Short
tt0000304,short,Grandma's Reading Glass,Grandma's Reading Glass,0,1900,\N,2,Family,Short
tt0000305,short,L'Habanera,L'Habanera,0,1900,\N,\N,Short
tt0000306,short,Le duel d'Hamlet,Le duel d'Hamlet,0,1900,\N,2,Drama,Short
tt0000307,short,Happy Hooligan,Happy Hooligan,0,1900,\N,\N,Comedy,Short
tt0000308,short,The House That Jack Built,The House That Jack Built,0,1900,\N,1,Short
tt0000309,short,How It Feels to Be Run Over,How It Feels to Be Run Over,0,1900,\N,1,Comedy,Short
tt0000310,short,Chimmie Hicks and the Rum Omelet,Chimmie Hicks and the Rum Omelet,0,1900,\N,\N,Comedy,Short
tt0000312,short,Le lapin,Le lapin,0,1900,\N,\N,Short
tt0000313,short,Let Me Dream Again,Let Me Dream Again,0,1900,\N,1,Comedy,Short
tt0000314,short,Leçon de danse,Leçon de danse,0,1900,\N,\N,Short
tt0000315,short,Le marchand de coco,Le marchand de coco,0,1900,\N,\N,Short
tt0000316,short,Marché à la volaille,Marché à la volaille,0,1900,\N,\N,Short
tt0000317,short,Le matelot,Le matelot,0,1900,\N,\N,Short
tt0000318,short,Eine moderne Jungfrau von Orleans,Eine moderne Jungfrau von Orleans,0,1900,\N,\N,Short
tt0000319,short,Maple Leaf Viewing,Momijigari,0,1899,\N,6,Horror,Short
tt0000320,short,Mort d'Adonis,Mort d'Adonis,0,1900,\N,\N,Short
tt0000321,short,The Mystic Swing,The Mystic Swing,0,1900,\N,1,Fantasy,Short
tt0000322,short,Panorama de Barcelona: monumentos y fiestas,Panorama de Barcelona: monumentos y fiestas,0,1900,\N,6,Documentary,Short
tt0000323,short,Pas Japonais,Pas Japonais,0,1900,\N,\N,Short
tt0000324,short,Pas de grâce,Pas de grâce,0,1900,\N,\N,Short
tt0000325,short,Pas des éventails,Pas des éventails,0,1900,\N,\N,Short
tt0000326,short,Pas du poignard,Pas du poignard,0,1900,\N,\N,Short
tt0000327,short,La paysanne,La paysanne,0,1900,\N,\N,Short
tt0000328,short,La petite magicienne,La petite magicienne,0,1900,\N,1,Short
tt0000329,short,Le Polichinelle,Le Polichinelle,0,1900,\N,\N,Short
tt0000330,short,La poupée noire,La poupée noire,0,1900,\N,\N,Short
tt0000331,short,La reine des jouets,La reine des jouets,0,1900,\N,\N,Short
tt0000332,short,Retour des champs,Retour des champs,0,1900,\N,2,Documentary,Short
tt0000333,short,Le sang d'Adonis donnant naissance à la rose rouge,Le sang d'Adonis donnant naissance à la rose rouge,0,1900,\N,\N,Short
tt0000334,short,Saut humidifié de M. Plick,Saut humidifié de M. Plick,0,1900,\N,\N,Comedy,Short
tt0000335,short,Soldiers of the Cross,Soldiers of the Cross,0,1900,\N,40,Biography,Drama,Short
tt0000336,short,La source,La source,0,1900,\N,\N,Short
tt0000337,short,Spanish Bullfight,Spanish Bullfight,0,1900,\N,1,Short,Sport
tt0000338,short,Suite de la danse,Suite de la danse,0,1900,\N,\N,Short
tt0000339,short,La tarentelle,La tarentelle,0,1900,\N,\N,Short
tt0000340,short,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,0,1900,\N,1,Comedy,Fantasy,Short
tt0000341,short,Uncle Josh's Nightmare,Uncle Josh's Nightmare,0,1900,\N,2,Comedy,Fantasy,Short
tt0000342,short,Une rage de dents,Une rage de dents,0,1900,\N,\N,Comedy,Short
tt0000343,short,Valse directoire,Valse directoire,0,1900,\N,\N,Short
tt0000344,short,Valse lente,Valse lente,0,1900,\N,\N,Short
tt0000345,short,L'écossaise,L'écossaise,0,1900,\N,\N,Short
tt0000346,short,Another Job for the Undertaker,Another Job for the Undertaker,0,1901,\N,2,Comedy,Short
tt0000347,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,0,1901,\N,2,Documentary,News,Short
tt0000348,short,Charmant froufrou,Charmant froufrou,0,1901,\N,\N,Short
tt0000349,short,What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant,The Cheese Mites, or Lilliputians in a London Restaurant,0,1901,\N,1,Comedy,Short
tt0000350,short,The Countryman's First Sight of the Animated Pictures,The Countryman and the Cinematograph,0,1901,\N,1,Comedy,Short
tt0000351,short,Danses basques,Danses basques,0,1901,\N,\N,Short
tt0000352,short,Day at the Circus,Day at the Circus,0,1901,\N,2,Documentary,Short
tt0000353,short,Execution of Czolgosz with Panorama of Auburn Prison,Execution of Czolgosz with Panorama of Auburn Prison,0,1901,\N,4,Drama,History,Short
tt0000354,short,Exercício de Artilharia no Hipódromo de Belém,Exercício de Artilharia no Hipódromo de Belém,0,1901,\N,\N,Documentary,Short
tt0000355,short,Fire!,Fire!,0,1901,\N,5,Action,Drama,Short
tt0000356,short,Frivolité,Frivolité,0,1901,\N,\N,Short
tt0000357,short,The Haunted Curiosity Shop,The Haunted Curiosity Shop,0,1901,\N,2,Comedy,Fantasy,Horror
tt0000358,short,History of a Crime,Histoire d'un crime,0,1901,\N,5,Crime,Drama,Short
tt0000359,short,The India Rubber Head,L'homme à la tête en caoutchouc,0,1901,\N,3,Comedy,Fantasy,Short
tt0000360,short,Hussards et grisettes,Hussards et grisettes,0,1901,\N,\N,Short
tt0000361,short,Lavatory moderne,Lavatory moderne,0,1901,\N,\N,Short
tt0000362,short,Lecture quotidienne,Lecture quotidienne,0,1901,\N,\N,Short
tt0000363,short,Magical Sword,The Magic Sword,0,1901,\N,2,Fantasy,Romance,Short
tt0000364,short,Panorama of Esplanade by Night,Panorama of Esplanade by Night,0,1901,\N,1,Documentary,Short
tt0000365,short,Parada de Bombeiros,Parada de Bombeiros,0,1901,\N,\N,Documentary,Short
tt0000366,short,Uma Parada dos Alunos da Casa Pia de Lisboa,Uma Parada dos Alunos da Casa Pia de Lisboa,0,1901,\N,\N,Documentary,Short
tt0000367,short,Pas de colombine,Pas de colombine,0,1901,\N,\N,Short
tt0000368,short,Little Red Riding Hood,Le petit chaperon rouge,0,1901,\N,\N,Fantasy,Short
tt0000369,short,A Road for Children's Bicycles in Barcelona,Pista de bicicletas para niños en Barcelona,0,1901,\N,3,Documentary,Short
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,0,1901,\N,6,Drama,Fantasy,Horror
tt0000371,short,Scène d'amour,Scène d'amour,0,1901,\N,\N,Short
tt0000372,short,Scène d'ivresse,Scène d'ivresse,0,1901,\N,\N,Short
tt0000373,short,The Devil's Seven Castles,Les sept châteaux du diable,0,1902,\N,11,Drama,Horror,Short
tt0000374,short,Tel est pris qui croyait prendre,Tel est pris qui croyait prendre,0,1901,\N,\N,Short
tt0000375,short,Uma Tourada à Antiga Portuguesa,Uma Tourada à Antiga Portuguesa,0,1901,\N,\N,Documentary,Short
tt0000376,short,A táncz,A táncz,0,1901,\N,\N,Documentary,Short
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,0,1901,\N,3,Comedy,Fantasy,Short
tt0000378,short,Les vagues,Les vagues,0,1901,\N,\N,Short
tt0000379,short,Visita de la escuadra inglesa a Barcelona,Visita de la escuadra inglesa a Barcelona,0,1901,\N,6,Documentary,Short
tt0000380,short,Sleeping Beauty,La belle au bois dormant,0,1903,\N,\N,Drama,Fantasy,Short
tt0000381,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,0,1902,\N,\N,News,Short
tt0000382,short,Carnaval en las ramblas,Carnaval en las ramblas,0,1902,\N,9,Documentary,Short
tt0000383,short,Carreras de caballos en el hipódromo de Barcelona,Carreras de caballos en el hipódromo de Barcelona,0,1902,\N,6,Documentary,Short
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,0,1902,\N,3,Documentary,Short
tt0000385,short,Les clowns,Les clowns,0,1902,\N,\N,Comedy,Short
tt0000386,short,La cour des miracles,La cour des miracles,0,1902,\N,\N,Comedy,Short
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,0,1902,\N,4,History,Short
tt0000388,short,Danse excentrique,Danse excentrique,0,1902,\N,2,Music,Short
tt0000389,short,Danse fantaisiste,Danse fantaisiste,0,1902,\N,\N,Short
tt0000390,short,Danse mauresque,Danse mauresque,0,1902,\N,\N,Short
tt0000391,short,La dent récalcitrante,La dent récalcitrante,0,1902,\N,\N,Comedy,Short
tt0000392,short,The Enchanted Cup,The Enchanted Cup,0,1903,\N,\N,Fantasy,Short
tt0000393,short,En faction,En faction,0,1902,\N,\N,Comedy,Short
tt0000394,short,Farces de cuisinière,Farces de cuisinière,0,1902,\N,\N,Comedy,Short
tt0000395,short,La fiole enchantée,La fiole enchantée,0,1902,\N,\N,Short
tt0000396,short,Fruits de saison,Fruits de saison,0,1902,\N,\N,Short
tt0000397,short,La gavotte,La gavotte,0,1902,\N,\N,Short
tt0000398,short,La gigue,La gigue,0,1902,\N,\N,Short
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,0,1902,\N,10,Fantasy,Short
tt0000400,short,Le lion savant,Le lion savant,0,1902,\N,\N,Comedy,Short
tt0000401,short,Le marchand de ballons,Le marchand de ballons,0,1902,\N,\N,Comedy,Short
tt0000402,short,Mother Goose Nursery Rhymes,Mother Goose Nursery Rhymes,0,1902,\N,\N,Comedy,Short
tt0000403,short,Le pommier,Le pommier,0,1902,\N,\N,Short
tt0000404,short,Pour secouer la salade,Pour secouer la salade,0,1902,\N,\N,Short
tt0000405,short,La première gamelle,La première gamelle,0,1902,\N,\N,Comedy,Short
tt0000406,short,The Prince of Darkness,The Prince of Darkness,0,1900,\N,\N,Horror,Short
tt0000407,short,Procesión de las hijas de María de la parroquia de Sans,Procesión de las hijas de María de la parroquia de Sans,0,1902,\N,2,Documentary,Short
tt0000408,short,Quadrille réaliste,Quadrille réaliste,0,1902,\N,\N,Short
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,0,1902,\N,4,Comedy,Short
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,0,1901,\N,2,Documentary,Short
tt0000411,short,Trompé mais content,Trompé mais content,0,1902,\N,\N,Comedy,Short
tt0000412,short,The Troublesome Fly,The Troublesome Fly,0,1900,\N,\N,Comedy,Horror,Short
tt0000413,short,The Devil's Money Bags,Les trésors de satan,0,1902,\N,3,Comedy,Fantasy,Horror
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,0,1902,\N,2,Comedy,Short
tt0000415,short,A Peculiar Cabinet,Une scène en cabinet particulier vue à travers le trou de la serrure,0,1902,\N,\N,Short
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,0,1902,\N,4,Drama,Short
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,0,1902,\N,13,Action,Adventure,Comedy
tt0000418,short,The Wild Man of Borneo,The Wild Man of Borneo,0,1902,\N,\N,Drama,Short
tt0000419,short,L'équilibriste,L'équilibriste,0,1902,\N,\N,Short
tt0000420,short,Alice in Wonderland,Alice in Wonderland,0,1903,\N,9,Family,Fantasy,Short
tt0000421,short,Les apaches pas veinards,Les apaches pas veinards,0,1903,\N,\N,Short
tt0000422,short,Les aventures d'un voyageur trop pressé,Les aventures d'un voyageur trop pressé,0,1903,\N,\N,Short
tt0000423,short,The Enchanted Box,La boîte à malice,0,1903,\N,1,Fantasy,Short
tt0000424,short,Les braconniers,Les braconniers,0,1903,\N,\N,Short
tt0000425,short,Buffalo Bill's Parade,Buffalo Bill's Parade,0,1903,\N,\N,Documentary,Short
tt0000426,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,0,1903,\N,\N,Documentary,Short
tt0000427,short,Cake-walk de la pendule,Cake-walk de la pendule,0,1903,\N,\N,Short
tt0000428,short,Carreras de bicicletas en el parque,Carreras de bicicletas en el parque,0,1903,\N,\N,Documentary,Short
tt0000429,short,La chasse au cambrioleur,La chasse au cambrioleur,0,1903,\N,\N,Short
tt0000430,short,A Chess Dispute,A Chess Dispute,0,1903,\N,1,Comedy,Short
tt0000431,short,Comme on fait son lit on se couche,Comme on fait son lit on se couche,0,1903,\N,\N,Short
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,0,1903,\N,1,Comedy,Short
tt0000433,short,Compagnons de voyage encombrants,Compagnons de voyage encombrants,0,1903,\N,\N,Short
tt0000434,short,Dorothy's Dream,Dorothy's Dream,0,1903,\N,\N,Fantasy,Short
tt0000435,short,Enlèvement en automobile et mariage précipité,Enlèvement en automobile et mariage précipité,0,1903,\N,\N,Short
tt0000436,short,An Extraordinary Cab Accident,An Extraordinary Cab Accident,0,1903,\N,1,Comedy,Short
tt0000437,short,Faust et Méphistophélès,Faust et Méphistophélès,0,1903,\N,2,Drama,Horror,Short
tt0000438,short,Le fiancé ensorcelé,Le fiancé ensorcelé,0,1903,\N,\N,Short
tt0000439,short,The Great Train Robbery,The Great Train Robbery,0,1903,\N,11,Action,Adventure,Crime
tt0000440,short,La guirlande merveilleuse,La guirlande merveilleuse,0,1903,\N,4,Fantasy,Short
tt0000441,short,Gulliver en el país de los gigantes,Gulliver en el país de los gigantes,0,1903,\N,\N,Short
tt0000442,short,Capital Execution,Henrettelsen,0,1903,\N,1,Drama,Short
tt0000443,short,Hiawatha,Hiawatha, the Messiah of the Ojibway,0,1903,\N,15,Adventure,Drama,Short
tt0000444,short,Illusionniste renversant,Illusionniste renversant,0,1903,\N,\N,Short
tt0000445,short,Jocko musicien,Jocko musicien,0,1903,\N,\N,Short
tt0000446,short,Kit Carson,Kit Carson,0,1903,\N,21,Short,Western
tt0000447,short,Life of an American Fireman,Life of an American Fireman,0,1903,\N,6,Action,Short
tt0000448,short,Le liqueur du couvent,Le liqueur du couvent,0,1903,\N,\N,Short
tt0000449,short,Lutteurs américains,Lutteurs américains,0,1903,\N,\N,Short
tt0000450,short,La main du professeur Hamilton ou le roi des dollars,La main du professeur Hamilton ou le roi des dollars,0,1903,\N,\N,Short
tt0000451,short,Mary Jane's Mishap,Mary Jane's Mishap,0,1903,\N,4,Comedy,Short
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,0,1903,\N,2,Comedy,Romance,Short
tt0000453,short,Modelage express,Modelage express,0,1903,\N,\N,Short
tt0000454,short,La mouche,La mouche,0,1903,\N,\N,Short
tt0000455,short,The Music Lover,Le mélomane,0,1903,\N,3,Comedy,Music,Short
tt0000456,short,N.Y. Fire Department Returning,N.Y. Fire Department Returning,0,1903,\N,\N,Documentary,Short
tt0000457,short,Ne bougeons plus,Ne bougeons plus,0,1903,\N,\N,Short
tt0000458,short,Nos bons étudiants,Nos bons étudiants,0,1903,\N,\N,Short
tt0000459,short,Panorama of Riker's Island, N.Y.,Panorama of Riker's Island, N.Y.,0,1903,\N,2,Documentary,Short
tt0000460,short,The Pioneers,The Pioneers,0,1903,\N,15,Short,Western
tt0000461,short,Potage indigeste,Potage indigeste,0,1903,\N,\N,Short
tt0000462,short,La poule fantaisiste,La poule fantaisiste,0,1903,\N,\N,Short
tt0000463,short,Puerto de Barcelona,Puerto de Barcelona,0,1903,\N,1,Documentary,Short
tt0000464,short,Rip Van Winkle,Rip Van Winkle,0,1896,\N,4,Comedy,Short
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,0,1903,\N,16,Adventure,Fantasy,Short
tt0000466,short,Répétition dans un cirque,Répétition dans un cirque,0,1903,\N,\N,Short
tt0000467,short,Secours aux naufragés,Secours aux naufragés,0,1903,\N,\N,Short
tt0000468,short,Service précipité,Service précipité,0,1903,\N,\N,Short
tt0000469,short,The Sick Kitten,The Sick Kitten,0,1903,\N,1,Comedy,Family,Short
tt0000470,short,Les surprises de l'affichage,Les surprises de l'affichage,0,1903,\N,\N,Short
tt0000471,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1903,\N,13,Drama,Short
tt0000472,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1903,\N,\N,Drama,Short
tt0000473,short,La valise enchantée,La valise enchantée,0,1905,\N,\N,Short
tt0000474,short,Le voleur sacrilège,Le voleur sacrilège,0,1903,\N,\N,Short
tt0000475,short,Voyage of the 'Arctic',The Adventurous Voyage of 'The Arctic',0,1903,\N,10,Drama,Short
tt0000476,short,Après la fête,Après la fête,0,1904,\N,\N,Short
tt0000477,short,L'assassinat du courrier de Lyon,L'assassinat du courrier de Lyon,0,1904,\N,\N,Drama,Short
tt0000478,short,Behind the Scenes,Behind the Scenes,0,1904,\N,\N,Comedy,Short
tt0000479,short,Rum vs. Cherries,Buy Your Own Cherries,0,1904,\N,4,Drama,Short
tt0000480,short,Le coffre enchanté,Le coffre enchanté,0,1904,\N,3,Fantasy,Short
tt0000481,short,A Collier's Life,A Collier's Life,0,1904,\N,\N,Short
tt0000482,short,Comment on disperse les foules,Comment on disperse les foules,0,1904,\N,\N,Comedy,Short
tt0000483,short,Les deux rivaux,Les deux rivaux,0,1904,\N,\N,Comedy,Short
tt0000484,short,Les enfants du miracle,Les enfants du miracle,0,1904,\N,\N,Short
tt0000485,short,La gavotte de la reine,La gavotte de la reine,0,1904,\N,\N,Short
tt0000486,short,A Gentleman of France,A Gentleman of France,0,1905,\N,5,Drama,Short
tt0000487,short,The Great Train Robbery,The Great Train Robbery,0,1904,\N,8,Drama,Short,Western
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,0,1912,\N,14,Drama,Fantasy,Short
tt0000489,short,La leçon de pipeau,La leçon de pipeau,0,1904,\N,\N,Short
tt0000490,short,L'oiseau envolé,L'oiseau envolé,0,1904,\N,\N,Short
tt0000491,short,Opening the Williamsburg Bridge,Opening the Williamsburg Bridge,0,1904,\N,1,News,Short
tt0000492,short,Personal,Personal,0,1904,\N,6,Comedy,Short
tt0000493,short,Pierrot, Murderer,Pierrot assassin,0,1904,\N,\N,Short
tt0000494,short,Le pompon malencontreux,Le pompon malencontreux,0,1904,\N,\N,Short
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,0,1907,\N,12,Fantasy,Short
tt0000496,short,Railroad Smashup,Railroad Smashup,0,1904,\N,1,Action,Short
tt0000497,short,A Railway Tragedy,A Railway Tragedy,0,1904,\N,5,Crime,Short
tt0000498,short,Rescued by Rover,Rescued by Rover,0,1905,\N,7,Crime,Drama,Family
tt0000499,short,An Impossible Voyage,Le voyage à travers l'impossible,0,1904,\N,24,Action,Adventure,Family
tt0000500,short,The Abductors,The Abductors,0,1905,\N,\N,Short
tt0000501,short,Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,0,1905,\N,\N,Crime,Drama,Mystery
tt0000502,movie,Bohemios,Bohemios,0,1905,\N,100,\N
tt0000503,short,Corrida de beneficencia en Zaragoza, por Quinito y Montes,Corrida de beneficencia en Zaragoza, por Quinito y Montes,0,1905,\N,2,Documentary,Short
tt0000504,short,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),0,1905,\N,\N,Documentary,Short
tt0000505,short,The Wig Chase,La course à la perruque,0,1906,\N,6,Comedy,Short
tt0000506,short,The Effects of Too Much Scotch,D.T.'s, or the Effect of Drink,0,1905,\N,\N,Drama,Short
tt0000507,short,Departure of Peary and the Roosevelt from New York,Departure of Peary and the Roosevelt from New York,0,1905,\N,4,News,Short
tt0000508,short,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),0,1905,\N,\N,Documentary,Short
tt0000509,short,The Inexperienced Chauffeur,Les débuts d'un chauffeur,0,1906,\N,3,Comedy,Short
tt0000510,short,El dúo de la Africana,El dúo de la Africana,0,1905,\N,\N,Short
tt0000511,short,Esmeralda,Esmeralda,0,1905,\N,10,Drama,Short
tt0000512,short,Funeral of Hiram Cronk,Funeral of Hiram Cronk,0,1905,\N,4,Documentary,News,Short
